Census year,CLUE small area,Trading name,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude
2021,Docklands,Pizzarium,Cafes and Restaurants,Seats - Outdoor,20,144.9473509,-37.81812972
2021,Docklands,Salud Espresso Bar,Cafes and Restaurants,Seats - Outdoor,30,144.9491036,-37.8179124
2021,Docklands,Focaccino,Cafes and Restaurants,Seats - Indoor,60,144.9491036,-37.8179124
2021,Docklands,The Nixon Hotel,"Pubs, Taverns and Bars",Seats - Indoor,150,144.947992,-37.81938088
2021,Docklands,On The Grind Melbourne,Cafes and Restaurants,Seats - Indoor,22,144.947992,-37.81938088
2021,Docklands,Kebab & Gozleme Cafe,Cafes and Restaurants,Seats - Outdoor,30,144.947992,-37.81938088
2021,Docklands,Asuka Sushi,Cafes and Restaurants,Seats - Outdoor,18,144.950245,-37.81865754
2021,Docklands,Gokotta Kaffe,Cafes and Restaurants,Seats - Indoor,36,144.9507631,-37.82150854
2021,Docklands,Sergy Boy,Cafes and Restaurants,Seats - Outdoor,58,144.9514686,-37.82020119
2021,Docklands,Long Shot,Cafes and Restaurants,Seats - Indoor,50,144.9501181,-37.82070279
2021,Docklands,Rhumba's At Nab,Cafes and Restaurants,Seats - Outdoor,28,144.94508,-37.81885105
2021,Docklands,Subway Vic Harbour,Takeaway Food Services,Seats - Outdoor,10,144.9431188,-37.81977079
2021,Docklands,Blended Beard,Cafes and Restaurants,Seats - Outdoor,19,144.9439709,-37.81926604
2021,Docklands,San Marzano Pizzeria,Takeaway Food Services,Seats - Indoor,8,144.9434599,-37.82044558
2022,Melbourne (CBD),Lancemore Crossley Street Hotel,Accommodation,Seats - Indoor,32,144.9711096,-37.81102403
2022,Melbourne (CBD),Onsen Donburi,Cafes and Restaurants,Seats - Indoor,30,144.9542481,-37.81498919
2022,Melbourne (CBD),Bon Bon Boy - Spencer Street,Cafes and Restaurants,Seats - Outdoor,20,144.953608,-37.81541879
2022,Melbourne (CBD),Scugnizzo Ristorante,Cafes and Restaurants,Seats - Outdoor,14,144.9559415,-37.81492124
2022,Melbourne (CBD),Oh Dumplings,Cafes and Restaurants,Seats - Indoor,40,144.9570652,-37.8146458
2022,Melbourne (CBD),The Essoign Club Ltd,Clubs (Hospitality),Seats - Indoor,200,144.9571373,-37.81427622
2022,Melbourne (CBD),Little Avenue des Italians,Takeaway Food Services,Seats - Indoor,12,144.9597266,-37.81392426
2022,Melbourne (CBD),Speck Cafe,Cafes and Restaurants,Seats - Indoor,20,144.9597518,-37.81355872
2022,Melbourne (CBD),Miznon,Cafes and Restaurants,Seats - Outdoor,30,144.960973,-37.81338317
2022,Melbourne (CBD),Khokolat Bar,"Pubs, Taverns and Bars",Seats - Indoor,150,144.9610735,-37.81359817
2022,Melbourne (CBD),Heyday Hong Kong Cafe,Cafes and Restaurants,Seats - Indoor,16,144.9663716,-37.8118106
2022,Melbourne (CBD),International Cakes,Cafes and Restaurants,Seats - Indoor,73,144.9668479,-37.81118809
2022,Melbourne (CBD),NANA Australia,Cafes and Restaurants,Seats - Indoor,41,144.9560016,-37.81346261
2022,Melbourne (CBD),White Mojo,Cafes and Restaurants,Seats - Indoor,45,144.9603937,-37.81210713
2022,Melbourne (CBD),Voco,Accommodation,Seats - Indoor,126,144.9611168,-37.81201633
2022,Melbourne (CBD),CJ Lunchbar,Cafes and Restaurants,Seats - Indoor,36,144.9603413,-37.81187404
2022,Melbourne (CBD),Thai Town Melbourne,Cafes and Restaurants,Seats - Indoor,200,144.9657251,-37.81067862
2022,Melbourne (CBD),Max Brenner Chocolates,Cafes and Restaurants,Seats - Indoor,61,144.9657251,-37.81067862
2022,Melbourne (CBD),Chatime,Takeaway Food Services,Seats - Indoor,12,144.9657251,-37.81067862
2022,Melbourne (CBD),Dainty Sichuan Noodle Express,Cafes and Restaurants,Seats - Indoor,100,144.9657251,-37.81067862
2022,Melbourne (CBD),Fishbowl,Cafes and Restaurants,Seats - Indoor,30,144.9681742,-37.80994367
2022,Melbourne (CBD),Melbourne Whisky Room,"Pubs, Taverns and Bars",Seats - Indoor,45,144.967164,-37.81011058
2022,Melbourne (CBD),Whisky and Alement,"Pubs, Taverns and Bars",Seats - Indoor,45,144.967164,-37.81011058
2022,Melbourne (CBD),Goz City,Cafes and Restaurants,Seats - Indoor,20,144.970729,-37.80919615
2022,Melbourne (CBD),Cafe 555,Cafes and Restaurants,Seats - Outdoor,15,144.9527024,-37.81330522
2022,Melbourne (CBD),Le Will Cafe,Cafes and Restaurants,Seats - Outdoor,80,144.9558866,-37.81251343
2022,Melbourne (CBD),Tao's Asian BBQ Kitchen,Cafes and Restaurants,Seats - Outdoor,22,144.955573,-37.81290462
2022,Melbourne (CBD),Ichigo,Cafes and Restaurants,Seats - Outdoor,50,144.9595688,-37.80904349
2022,Melbourne (CBD),852 Plus Eight Five Two Cafe,Cafes and Restaurants,Seats - Outdoor,18,144.9595688,-37.80904349
2022,Melbourne (CBD),852 Plus Eight Five Two Cafe,Cafes and Restaurants,Seats - Indoor,22,144.9595688,-37.80904349
2022,Carlton,Sea Salt Kitchen,Cafes and Restaurants,Seats - Indoor,50,144.9676437,-37.79828028
2022,Carlton,Paris Go Bistro,Cafes and Restaurants,Seats - Outdoor,4,144.9708848,-37.79695591
2022,Carlton,Sultan's Restaurant Express,Takeaway Food Services,Seats - Indoor,10,144.9710396,-37.79604573
2022,Carlton,Al Dente Enoteca,Cafes and Restaurants,Seats - Outdoor,22,144.9748012,-37.79638867
2022,Carlton,Mixity Restaurant and Cafe,Cafes and Restaurants,Seats - Outdoor,24,144.9664684,-37.8016574
2022,Carlton,Hwatu,Cafes and Restaurants,Seats - Indoor,50,144.9664775,-37.80160555
2022,Carlton,Cafe Notturno,Cafes and Restaurants,Seats - Outdoor,48,144.9665052,-37.80144757
2022,Carlton,NL House,Takeaway Food Services,Seats - Indoor,12,144.9656839,-37.80080695
2022,Carlton,Il Gusto,Cafes and Restaurants,Seats - Indoor,75,144.96716,-37.80118709
2022,Carlton,Momo Sushi Melbourne,Takeaway Food Services,Seats - Indoor,10,144.961131,-37.80239893
2022,Carlton,Bar Scopa,Cafes and Restaurants,Seats - Outdoor,16,144.9602118,-37.80290325
2022,North Melbourne,Albion Hotel,"Pubs, Taverns and Bars",Seats - Outdoor,35,144.9485507,-37.79889874
2022,North Melbourne,Wonky Trolley,Cafes and Restaurants,Seats - Indoor,30,144.9490674,-37.80390993
2022,North Melbourne,No 9 Pizzeria,Cafes and Restaurants,Seats - Indoor,30,144.9487125,-37.80271866
2022,North Melbourne,No 9 Pizzeria,Cafes and Restaurants,Seats - Outdoor,30,144.9487125,-37.80271866
2022,North Melbourne,Baguette Studios,Bakery Product Manufacturing (Non-factory based),Seats - Outdoor,10,144.9535278,-37.80040967
2022,North Melbourne,Jaspresso,Cafes and Restaurants,Seats - Outdoor,20,144.9528579,-37.79856474
2022,West Melbourne (Residential),Miami Hotel Melbourne,Accommodation,Seats - Outdoor,12,144.9485177,-37.80608742
2022,West Melbourne (Residential),Amiconi,Cafes and Restaurants,Seats - Outdoor,8,144.9495847,-37.80538402
2022,West Melbourne (Residential),B Cuz Coffee & Eatery,Cafes and Restaurants,Seats - Outdoor,20,144.9486338,-37.80883479
2022,Melbourne (Remainder),Delaware North Companies Australia Pty Ltd,Catering Services,Seats - Outdoor,50,144.9790385,-37.8213404
2022,Melbourne (Remainder),Giro D’Italia,Cafes and Restaurants,Seats - Outdoor,8,144.9760327,-37.83571029
2022,Melbourne (Remainder),Subway,Takeaway Food Services,Seats - Indoor,8,144.9761948,-37.83626983
2022,Melbourne (Remainder),Rosco @ Chevron,Cafes and Restaurants,Seats - Outdoor,50,144.9798706,-37.84555711
2022,Melbourne (Remainder),Rosco @ Chevron,Cafes and Restaurants,Seats - Indoor,76,144.9798706,-37.84555711
2022,Melbourne (Remainder),Nando's Chevron,Cafes and Restaurants,Seats - Outdoor,20,144.9798706,-37.84555711
2022,Southbank,Malthouse Cafe,Cafes and Restaurants,Seats - Outdoor,40,144.9669591,-37.8271278
2022,Southbank,Human Beans,Cafes and Restaurants,Seats - Indoor,28,144.9674665,-37.83063269
2022,Southbank,Story So Far,Cafes and Restaurants,Seats - Outdoor,16,144.9701752,-37.82984525
2022,Port Melbourne,Red Rooster Westgate,Cafes and Restaurants,Seats - Indoor,40,144.9171006,-37.82989992
2022,Port Melbourne,Bonnie & Duke Cafe,Cafes and Restaurants,Seats - Outdoor,4,144.9049816,-37.82647486
2022,Southbank,Cote Terra Adicion,Cafes and Restaurants,Seats - Indoor,60,144.9622896,-37.8226721
2022,Southbank,The General Assembly,Cafes and Restaurants,Seats - Indoor,350,144.9506146,-37.82411174
2022,Southbank,Meat Market South Wharf,Cafes and Restaurants,Seats - Indoor,110,144.9506146,-37.82411174
2022,Southbank,BangPop,Cafes and Restaurants,Seats - Indoor,142,144.9506146,-37.82411174
2022,Southbank,Sopranos,Cafes and Restaurants,Seats - Indoor,50,144.9651132,-37.82255516
2022,South Yarra,Gilson,Cafes and Restaurants,Seats - Outdoor,32,144.9817,-37.8343169
2022,South Yarra,Domain Brasserie,Cafes and Restaurants,Seats - Indoor,45,144.9820355,-37.83431311
2022,Parkville,Naughtons Parkville Hotel,"Pubs, Taverns and Bars",Seats - Indoor,329,144.957532,-37.79554429
2022,Parkville,The Loft @ VCCC,Cafes and Restaurants,Seats - Indoor,70,144.9566714,-37.80018543
2022,Parkville,McDonalds,Cafes and Restaurants,Seats - Indoor,32,144.9495226,-37.79363105
2022,Docklands,Nine Elephants Thai Restaurant,Cafes and Restaurants,Seats - Outdoor,10,144.9490689,-37.81920222
2022,Docklands,Pok Pok,Cafes and Restaurants,Seats - Indoor,90,144.9456206,-37.81974124
2022,Docklands,Off With The Ferries,Cafes and Restaurants,Seats - Outdoor,10,144.9452948,-37.81711586
2022,Docklands,O-Bento,Cafes and Restaurants,Seats - Indoor,78,144.9450194,-37.8210123
2022,Docklands,Thai Thani Docklands,Cafes and Restaurants,Seats - Outdoor,14,144.9440037,-37.8216286
2022,Docklands,Thai Thani Docklands,Cafes and Restaurants,Seats - Indoor,53,144.9440037,-37.8216286
2022,Docklands,Nando's,Cafes and Restaurants,Seats - Outdoor,50,144.9379984,-37.81328752
2021,Melbourne (CBD),Flora Indian Restaurant & Cafe,Cafes and Restaurants,Seats - Indoor,140,144.9663626,-37.81736201
2021,Melbourne (CBD),The French Brasserie,Cafes and Restaurants,Seats - Outdoor,15,144.9717264,-37.81546127
2021,Melbourne (CBD),The Duke of Wellington,"Pubs, Taverns and Bars",Seats - Indoor,340,144.9700863,-37.81640751
2021,Melbourne (CBD),Earl Canteen,Cafes and Restaurants,Seats - Outdoor,23,144.9557247,-37.81902009
2021,Melbourne (CBD),Two Pillars Espresso,Cafes and Restaurants,Seats - Indoor,46,144.9585472,-37.81841626
2021,Melbourne (CBD),Midtown Cafe & Catering,Cafes and Restaurants,Seats - Indoor,34,144.9638236,-37.81662772
2021,Carlton,Hakata Gensuke Carlton,Cafes and Restaurants,Seats - Indoor,22,144.966702,-37.8044377
2021,Carlton,Killiney Kopitiam,Cafes and Restaurants,Seats - Outdoor,18,144.966702,-37.8044377
2021,Carlton,Kazuki's Restaurant,Cafes and Restaurants,Seats - Indoor,40,144.9660233,-37.80415089
2021,Carlton,Universal Pizza,Cafes and Restaurants,Seats - Indoor,100,144.9660867,-37.80384761
2021,Carlton,Stovetop,Cafes and Restaurants,Seats - Outdoor,16,144.9610443,-37.80334586
2021,Carlton,No 1 Delicious Hotpot And Bbq,Cafes and Restaurants,Seats - Indoor,150,144.9625224,-37.80570096
2021,Carlton,Panda Hot Pot,Cafes and Restaurants,Seats - Indoor,320,144.9641763,-37.80649761
2021,Carlton,Hi Chong Qing Cafe & Noodle Bar,Cafes and Restaurants,Seats - Outdoor,8,144.9654002,-37.80634114
2021,Southbank,Edwin Wine Bar,Cafes and Restaurants,Seats - Indoor,72,144.958257,-37.82713113
2021,Southbank,8 Miles Cafe & Convenience,Cafes and Restaurants,Seats - Indoor,30,144.9680212,-37.82843444
2021,Southbank,Story So Far,Cafes and Restaurants,Seats - Indoor,16,144.9701752,-37.82984525
2021,Southbank,Lionel Gell Lounge,Cafes and Restaurants,Seats - Indoor,30,144.9694138,-37.82453473
2021,Southbank,Hophaus,Cafes and Restaurants,Seats - Outdoor,120,144.9663031,-37.82071821
2021,Melbourne (Remainder),Ai Sushi,Cafes and Restaurants,Seats - Indoor,28,144.9792887,-37.84459258
2021,Docklands,18 Pence Lane Coffee & Food,Cafes and Restaurants,Seats - Indoor,20,144.9449713,-37.82470876
2021,Port Melbourne,Lai Cafe,Cafes and Restaurants,Seats - Outdoor,8,144.9253878,-37.82302799
2021,Southbank,Old Man Pho,Cafes and Restaurants,Seats - Indoor,18,144.9628667,-37.82103935
2021,Parkville,State Netball & Hockey Centre Cafe,Cafes and Restaurants,Seats - Outdoor,16,144.9476846,-37.78533329
2021,Docklands,Coffee Rush,Cafes and Restaurants,Seats - Outdoor,16,144.9505641,-37.81450897
2021,Docklands,Starbucks,Cafes and Restaurants,Seats - Outdoor,16,144.9505641,-37.81450897
2021,Docklands,K C Tea Docklands,Takeaway Food Services,Seats - Indoor,10,144.9449387,-37.81399452
2021,Docklands,Harbour Coffee House,Cafes and Restaurants,Seats - Indoor,15,144.9449387,-37.81399452
2021,Docklands,Yummy Hut,Cafes and Restaurants,Seats - Indoor,20,144.9474926,-37.8148999
2021,Docklands,Story Coffee & Food Store,Cafes and Restaurants,Seats - Indoor,16,144.9493646,-37.81714507
2021,Docklands,Chilli India,Cafes and Restaurants,Seats - Outdoor,40,144.947992,-37.81938088
2021,Docklands,Mr Collins,Cafes and Restaurants,Seats - Outdoor,24,144.9494995,-37.82092926
2021,Docklands,Watermark Docklands,"Pubs, Taverns and Bars",Seats - Outdoor,100,144.94508,-37.81885105
2021,Docklands,The Harbour Kitchen,Catering Services,Seats - Indoor,200,144.94508,-37.81885105
2021,Docklands,Merchant Society,Cafes and Restaurants,Seats - Outdoor,25,144.9434599,-37.82044558
2021,Docklands,In A Rush Espresso,Cafes and Restaurants,Seats - Outdoor,54,144.9457013,-37.82206262
2021,Docklands,Code Black,Takeaway Food Services,Seats - Outdoor,4,144.9458326,-37.82104416
2021,Docklands,Chia Chia,Cafes and Restaurants,Seats - Indoor,44,144.9450194,-37.8210123
2021,Docklands,Solidaire Victoria,Cafes and Restaurants,Seats - Outdoor,60,144.9421705,-37.8143613
2021,Docklands,Docklands Lotus Restaurant,Cafes and Restaurants,Seats - Indoor,125,144.9436935,-37.81380592
2021,Docklands,Docklands Lotus Restaurant,Cafes and Restaurants,Seats - Outdoor,30,144.9436935,-37.81380592
2021,Docklands,Four Points By Sheraton Melbourne Docklands,Accommodation,Seats - Indoor,110,144.9382926,-37.81545723
2021,Docklands,Urban Alley Brewery,"Pubs, Taverns and Bars",Seats - Outdoor,200,144.9379984,-37.81328752
2022,Melbourne (CBD),K-Rib by Kass Kass,Cafes and Restaurants,Seats - Indoor,56,144.9578238,-37.81999301
2022,Melbourne (CBD),Osaka Bench,Takeaway Food Services,Seats - Outdoor,6,144.9649331,-37.81718671
2022,Melbourne (CBD),The Fair Trader Cafe,Cafes and Restaurants,Seats - Indoor,100,144.9717264,-37.81546127
2022,Melbourne (CBD),Desi Dhaba,Cafes and Restaurants,Seats - Indoor,90,144.9704315,-37.81629901
2022,Melbourne (CBD),Bowery To Williamsburg,Cafes and Restaurants,Seats - Indoor,20,144.9703018,-37.81614217
2022,Melbourne (CBD),Greta,Cafes and Restaurants,Seats - Indoor,65,144.9585472,-37.81841626
2022,Melbourne (CBD),Bonnie Coffee Brewers,Takeaway Food Services,Seats - Indoor,10,144.9581174,-37.81853995
2022,Melbourne (CBD),Aix Cafe,Cafes and Restaurants,Seats - Indoor,13,144.9655965,-37.8166029
2022,Melbourne (CBD),Bombay Yacht Club,Cafes and Restaurants,Seats - Indoor,50,144.9707729,-37.81489298
2022,Melbourne (CBD),Sushi Land,Takeaway Food Services,Seats - Indoor,10,144.9707729,-37.81489298
2022,Melbourne (CBD),Daniel’s Donuts Collins Street,Takeaway Food Services,Seats - Indoor,7,144.9549436,-37.81850409
2022,Melbourne (CBD),Apna Desi Indian Restaurant,Cafes and Restaurants,Seats - Indoor,20,144.9543648,-37.81818416
2022,Melbourne (CBD),In Zone Cafe,Cafes and Restaurants,Seats - Indoor,24,144.9543648,-37.81818416
2022,Melbourne (CBD),Mitre Tavern,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9602885,-37.81680411
2022,Melbourne (CBD),Curry Vault,Cafes and Restaurants,Seats - Indoor,60,144.9605228,-37.81642901
2022,Melbourne (CBD),The Irish Times,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9605355,-37.81625436
2022,Melbourne (CBD),Terrace Deli,Cafes and Restaurants,Seats - Outdoor,32,144.95955,-37.81660736
2022,Melbourne (CBD),Chaise Lounge,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9608119,-37.8161549
2022,Melbourne (CBD),Pentolina,Cafes and Restaurants,Seats - Indoor,55,144.962439,-37.81585436
2022,Melbourne (CBD),Subway,Cafes and Restaurants,Seats - Indoor,30,144.9602242,-37.81467981
2022,Melbourne (CBD),Othello,Cafes and Restaurants,Seats - Outdoor,10,144.9599688,-37.81428631
2022,Melbourne (CBD),The Cupcake Queens,Cafes and Restaurants,Seats - Outdoor,8,144.9617382,-37.81422024
2022,Melbourne (CBD),Foodifox,Takeaway Food Services,Seats - Indoor,4,144.9606798,-37.81402804
2022,Melbourne (CBD),Soul Cafe,Cafes and Restaurants,Seats - Outdoor,30,144.9650108,-37.8130993
2022,Melbourne (CBD),Melbourne Dae Jang Geum Korean BBQ,Cafes and Restaurants,Seats - Indoor,120,144.9658492,-37.8129313
2022,Melbourne (CBD),Tim Ho Wan,Cafes and Restaurants,Seats - Indoor,90,144.9668712,-37.81267381
2022,Melbourne (CBD),China Red,Cafes and Restaurants,Seats - Indoor,120,144.9668712,-37.81267381
2022,Melbourne (CBD),Sushi Hotaru,Cafes and Restaurants,Seats - Indoor,32,144.967269,-37.81241904
2022,Melbourne (CBD),Shanghai Dragon Dumpling House,Cafes and Restaurants,Seats - Indoor,28,144.9676473,-37.81246628
2022,Melbourne (CBD),Golden Delicious,Cafes and Restaurants,Seats - Indoor,130,144.9699124,-37.81128979
2022,Melbourne (CBD),Grossi Florentino,Cafes and Restaurants,Seats - Indoor,210,144.9708464,-37.81173059
2022,Melbourne (CBD),Princess Theatre,Performing Arts Operation,Seats - Outdoor,28,144.9723257,-37.8107253
2022,Melbourne (CBD),Red Pepper Indian Restaurant,Cafes and Restaurants,Seats - Indoor,35,144.9724131,-37.81127777
2022,Melbourne (CBD),Delhi Rocks,Cafes and Restaurants,Seats - Indoor,125,144.9549686,-37.81538872
2022,Melbourne (CBD),Common Place Coffee Brewers,Takeaway Food Services,Seats - Indoor,12,144.9542481,-37.81498919
2022,Melbourne (CBD),Rolling Nori,Takeaway Food Services,Seats - Indoor,8,144.953608,-37.81541879
2022,Melbourne (CBD),Tahini Lebanese Diner,Cafes and Restaurants,Seats - Outdoor,24,144.9570652,-37.8146458
2022,Melbourne (CBD),Caterina's Cucina e Bar,Cafes and Restaurants,Seats - Indoor,90,144.9597518,-37.81355872
2022,Melbourne (CBD),Grill Steak Seafood,Cafes and Restaurants,Seats - Outdoor,60,144.9611691,-37.8131818
2022,Melbourne (CBD),Max On Hardware,Cafes and Restaurants,Seats - Outdoor,28,144.9612622,-37.81339479
2022,Melbourne (CBD),Nola,Catering Services,Seats - Indoor,50,144.9612622,-37.81339479
2022,Melbourne (CBD),Namsan,Cafes and Restaurants,Seats - Outdoor,32,144.9604725,-37.81345752
2022,Melbourne (CBD),Din Tai Fung,Cafes and Restaurants,Seats - Indoor,200,144.9639289,-37.81247035
2022,Melbourne (CBD),Dodee Paidang Thai Street Food,Cafes and Restaurants,Seats - Indoor,74,144.9647363,-37.81230096
2022,Melbourne (CBD),Supper Inn Chinese Restaurant,Cafes and Restaurants,Seats - Indoor,70,144.9661302,-37.81188097
2022,Melbourne (CBD),@T Ease,Cafes and Restaurants,Seats - Indoor,60,144.9666304,-37.81126816
2022,Melbourne (CBD),Foodie Hub,Cafes and Restaurants,Seats - Indoor,20,144.9652714,-37.81199286
2022,Melbourne (CBD),Rice Workshop,Cafes and Restaurants,Seats - Indoor,60,144.9657811,-37.81224754
2022,Melbourne (CBD),Ants Bistro,Cafes and Restaurants,Seats - Indoor,100,144.9679606,-37.81133822
2022,Melbourne (CBD),Shark Fin Inn City,Cafes and Restaurants,Seats - Indoor,220,144.970975,-37.81068501
2022,Melbourne (CBD),Madame K's Vegetarian,Cafes and Restaurants,Seats - Indoor,24,144.9542816,-37.81384784
2022,Melbourne (CBD),Bon Bon Boy Healeys Lane,Takeaway Food Services,Seats - Indoor,26,144.9560016,-37.81346261
2022,Melbourne (CBD),Mankeumi,Cafes and Restaurants,Seats - Indoor,20,144.9616347,-37.81190946
2022,Melbourne (CBD),Pepper Lunch,Cafes and Restaurants,Seats - Indoor,68,144.961561,-37.81146854
2022,Melbourne (CBD),Ten Square Cafe,Cafes and Restaurants,Seats - Outdoor,20,144.960703,-37.81194748
2022,Melbourne (CBD),Mamak,Cafes and Restaurants,Seats - Indoor,100,144.9614727,-37.81222994
2022,Melbourne (CBD),Red Cliff Chinese Restaurant,Cafes and Restaurants,Seats - Indoor,78,144.9599467,-37.81247755
2022,Melbourne (CBD),Sura Korean BBQ,Cafes and Restaurants,Seats - Indoor,112,144.9657251,-37.81067862
2022,Melbourne (CBD),Strike Bowling,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,116,144.9657251,-37.81067862
2022,Melbourne (CBD),Sam Spade,Takeaway Food Services,Seats - Indoor,10,144.9596447,-37.81106976
2022,Melbourne (CBD),Overlay Coffee,Takeaway Food Services,Seats - Indoor,12,144.9602807,-37.81158237
2022,Melbourne (CBD),Old Man Pho,Cafes and Restaurants,Seats - Indoor,18,144.9620685,-37.81087413
2022,Melbourne (CBD),Ajisen Ramen,Cafes and Restaurants,Seats - Indoor,122,144.9628389,-37.81090175
2022,Melbourne (CBD),Buza Chicken,Cafes and Restaurants,Seats - Indoor,121,144.9628389,-37.81090175
2022,Melbourne (CBD),Melbourne Central Lion Hotel,"Pubs, Taverns and Bars",Seats - Indoor,110,144.9628389,-37.81090175
2022,Melbourne (CBD),Omi Melbourne Central,Cafes and Restaurants,Seats - Outdoor,12,144.9628389,-37.81090175
2022,Melbourne (CBD),Troika Bar,"Pubs, Taverns and Bars",Seats - Outdoor,8,144.9685897,-37.80915143
2022,Melbourne (CBD),Little Chef,Cafes and Restaurants,Seats - Indoor,36,144.9572292,-37.81067687
2022,Melbourne (CBD),Operator 25,Cafes and Restaurants,Seats - Outdoor,18,144.9572292,-37.81067687
2022,Melbourne (CBD),Da Tie Niu,Cafes and Restaurants,Seats - Indoor,33,144.9591368,-37.81072052
2022,Melbourne (CBD),Yingzi Fried Chuan,Cafes and Restaurants,Seats - Indoor,20,144.9614511,-37.8097713
2022,Melbourne (CBD),Esme Patisserie,Cafes and Restaurants,Seats - Indoor,40,144.9617473,-37.80995265
2022,Melbourne (CBD),Hungry Jack's,Cafes and Restaurants,Seats - Indoor,66,144.9617473,-37.80995265
2022,Melbourne (CBD),Nox Coffee Bar,Cafes and Restaurants,Seats - Indoor,50,144.9618907,-37.80940166
2022,Melbourne (CBD),Pearson And Murphy's Cafe,Cafes and Restaurants,Seats - Outdoor,80,144.9645887,-37.80821792
2022,Melbourne (CBD),Radison on Flagstaff Gardens Melbourne,Accommodation,Seats - Indoor,90,144.9561201,-37.81032268
2022,Melbourne (CBD),Biang Biang Elizabeth,Cafes and Restaurants,Seats - Outdoor,10,144.9604895,-37.80911593
2022,Melbourne (CBD),Shujinko Ramen,Cafes and Restaurants,Seats - Outdoor,6,144.9604257,-37.80897513
2022,Melbourne (CBD),No 1 Delicious,Cafes and Restaurants,Seats - Indoor,102,144.961763,-37.80816951
2022,Melbourne (CBD),Alex Canteen,Cafes and Restaurants,Seats - Indoor,48,144.9576272,-37.80783257
2022,Melbourne (CBD),Jasper Kitchen,Cafes and Restaurants,Seats - Indoor,60,144.9596336,-37.80750391
2022,Melbourne (CBD),McDonalds,Cafes and Restaurants,Seats - Outdoor,64,144.9595541,-37.80735246
2022,Melbourne (CBD),Nisa's Thai Street Food,Cafes and Restaurants,Seats - Indoor,98,144.9620896,-37.80728891
2022,Carlton,Clyde Hotel,"Pubs, Taverns and Bars",Seats - Outdoor,50,144.9657543,-37.79725539
2022,Carlton,Papa Gino's Pizza Restaurant,Cafes and Restaurants,Seats - Outdoor,40,144.9667162,-37.8001906
2022,Carlton,Lagoon Dining,Cafes and Restaurants,Seats - Outdoor,30,144.9668689,-37.7992972
2022,Carlton,Aperitivo Bar Ristorante,Cafes and Restaurants,Seats - Indoor,45,144.9669104,-37.79905376
2022,Carlton,Tiamo,Cafes and Restaurants,Seats - Indoor,45,144.96709,-37.79822119
2022,Carlton,Green Man's Arms,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9678124,-37.79694534
2022,Carlton,Chapati Melbourne,Cafes and Restaurants,Seats - Indoor,30,144.9703211,-37.79692161
2022,Carlton,Sea Salt Kitchen,Cafes and Restaurants,Seats - Indoor,50,144.9676347,-37.79832946
2022,Carlton,Mint & Co Restaurant & Lounge,Cafes and Restaurants,Seats - Indoor,250,144.9678373,-37.79926893
2022,Carlton,Shakahari Vegetarian Restaurant,Cafes and Restaurants,Seats - Indoor,76,144.9678005,-37.7990045
2022,Carlton,DOC Espresso,Cafes and Restaurants,Seats - Indoor,50,144.9674737,-37.79932154
2022,Carlton,St Charly,Cafes and Restaurants,Seats - Indoor,64,144.9674204,-37.799787
2022,Carlton,Abla's Restaurant,Cafes and Restaurants,Seats - Indoor,80,144.9710337,-37.79781001
2022,Carlton,Paris Go Bistro,Cafes and Restaurants,Seats - Indoor,50,144.9708848,-37.79695591
2022,Carlton,Likya Turkish Eatery,Takeaway Food Services,Seats - Indoor,7,144.9711673,-37.79527819
2022,Carlton,Fu Lu Chinese Cafe,Cafes and Restaurants,Seats - Indoor,20,144.9711596,-37.79532249
2022,Carlton,The French Lettuce Patisserie and Bakery,Bakery Product Manufacturing (Non-factory based),Seats - Indoor,12,144.975135,-37.79439861
2022,Carlton,Al Dente Enoteca,Cafes and Restaurants,Seats - Indoor,60,144.9748012,-37.79638867
2022,Carlton,Graduate Union Of The University Of Melbourne Inc,Accommodation,Seats - Indoor,200,144.9616181,-37.80103676
2022,Carlton,Lincoln Bakery Cafe,Cafes and Restaurants,Seats - Outdoor,36,144.9627311,-37.80133608
2022,Carlton,Casa Del Gelato,Takeaway Food Services,Seats - Indoor,15,144.966431,-37.80186971
2022,Carlton,Kabana Restaurant,Cafes and Restaurants,Seats - Outdoor,16,144.9664459,-37.80178519
2022,Carlton,Chocolateria San Churro,Cafes and Restaurants,Seats - Indoor,60,144.9664851,-37.80156226
2022,Carlton,Chocolateria San Churro,Cafes and Restaurants,Seats - Outdoor,24,144.9664851,-37.80156226
2022,Carlton,Tabouli,Cafes and Restaurants,Seats - Indoor,45,144.9664881,-37.8011904
2022,Carlton,Tono On Borsari,Cafes and Restaurants,Seats - Indoor,70,144.9666724,-37.80089716
2022,Carlton,Il Gusto,Cafes and Restaurants,Seats - Outdoor,24,144.96716,-37.80118709
2022,Carlton,Coffee On Drummond,Cafes and Restaurants,Seats - Outdoor,6,144.968279,-37.80480731
2022,Carlton,Khabbay Restaurant,Cafes and Restaurants,Seats - Outdoor,80,144.966723,-37.80378304
2022,Carlton,Hakata Gensuke Carlton,Cafes and Restaurants,Seats - Indoor,22,144.966702,-37.8044377
